"which_localization"	"ensembl_gene_id_version"	"percentage_gene_gc_content"	"gene_biotype"	"tmhmm"
"404"	"non-localized"	"ENSG00000019169.10"	44.33	"protein_coding"	"TMhelix"
"405"	"non-localized"	"ENSG00000019169.10"	44.33	"protein_coding"	""
"406"	"nucleus"	"ENSG00000019186.9"	NA	NA	NA
"407"	"nucleus"	"ENSG00000019485.13"	47.84	"protein_coding"	""
"408"	"cytosol"	"ENSG00000019505.7"	NA	NA	NA
"409"	"nucleus"	"ENSG00000019582.14"	NA	NA	NA
"410"	"non-localized"	"ENSG00000019991.15"	NA	NA	NA
"411"	"cytosol"	"ENSG00000019995.6"	39.68	"protein_coding"	""
"412"	"nucleus"	"ENSG00000020129.15"	NA	NA	NA
"413"	"nucleus"	"ENSG00000020181.17"	NA	NA	NA
"414"	"non-localized"	"ENSG00000020219.9"	NA	NA	NA
"415"	"nucleus"	"ENSG00000020256.19"	NA	NA	NA
"416"	"nucleus"	"ENSG00000020426.10"	NA	NA	NA
"417"	"cytosol"	"ENSG00000020577.13"	NA	NA	NA
"418"	"cytosol"	"ENSG00000020633.18"	54.8	"protein_coding"	""
"419"	"cytosol"	"ENSG00000020922.12"	NA	NA	NA
"420"	"nucleus"	"ENSG00000021300.13"	NA	NA	NA
"421"	"nucleus"	"ENSG00000021355.12"	NA	NA	NA
"422"	"nucleus"	"ENSG00000021461.16"	NA	NA	NA
"423"	"cytosol"	"ENSG00000021488.12"	NA	NA	NA
"424"	"nucleus"	"ENSG00000021574.11"	NA	NA	NA
"425"	"cytosol"	"ENSG00000021645.18"	NA	NA	NA
"426"	"cytosol"	"ENSG00000021762.19"	NA	NA	NA
"427"	"nucleus"	"ENSG00000021776.10"	NA	NA	NA
"428"	"cytosol"	"ENSG00000021826.14"	NA	NA	NA
"429"	"non-localized"	"ENSG00000021852.12"	NA	NA	NA
"430"	"nucleus"	"ENSG00000022267.16"	NA	NA	NA
"431"	"nucleus"	"ENSG00000022277.12"	43.71	"protein_coding"	""
"432"	"non-localized"	"ENSG00000022355.16"	NA	NA	NA
"433"	"nucleus"	"ENSG00000022556.15"	NA	NA	NA
"434"	"nucleus"	"ENSG00000022567.9"	52.64	"protein_coding"	"TMhelix"
"435"	"nucleus"	"ENSG00000022840.15"	NA	NA	NA
"436"	"cytosol"	"ENSG00000022976.15"	49.04	"protein_coding"	""
"437"	"cytosol"	"ENSG00000023041.11"	38.61	"protein_coding"	"TMhelix"
"438"	"cytosol"	"ENSG00000023171.16"	NA	NA	NA
"439"	"nucleus"	"ENSG00000023191.16"	NA	NA	NA
"440"	"nucleus"	"ENSG00000023228.13"	NA	NA	NA
"441"	"nucleus"	"ENSG00000023287.12"	NA	NA	NA
"442"	"nucleus"	"ENSG00000023318.7"	NA	NA	NA
"443"	"nucleus"	"ENSG00000023330.14"	NA	NA	NA
"444"	"nucleus"	"ENSG00000023445.13"	NA	NA	NA
"445"	"nucleus"	"ENSG00000023516.8"	NA	NA	NA
"446"	"nucleus"	"ENSG00000023572.8"	NA	NA	NA
"447"	"nucleus"	"ENSG00000023608.4"	NA	NA	NA
"448"	"nucleus"	"ENSG00000023697.12"	NA	NA	NA
"449"	"nucleus"	"ENSG00000023734.10"	NA	NA	NA
"450"	"cytosol"	"ENSG00000023839.10"	NA	NA	NA
"451"	"nucleus"	"ENSG00000023892.10"	NA	NA	NA
"452"	"nucleus"	"ENSG00000023902.13"	NA	NA	NA
"453"	"nucleus"	"ENSG00000023909.9"	NA	NA	NA
"454"	"nucleus"	"ENSG00000024048.10"	39.1	"protein_coding"	""
"455"	"nucleus"	"ENSG00000024422.11"	NA	NA	NA
"456"	"cytosol"	"ENSG00000024526.16"	NA	NA	NA
"457"	"nucleus"	"ENSG00000024862.17"	39.18	"protein_coding"	""
"458"	"cytosol"	"ENSG00000025039.14"	NA	NA	NA
"459"	"nucleus"	"ENSG00000025156.12"	NA	NA	NA
"460"	"nucleus"	"ENSG00000025293.16"	NA	NA	NA
"461"	"nucleus"	"ENSG00000025423.11"	44.92	"protein_coding"	""
"462"	"nucleus"	"ENSG00000025434.18"	NA	NA	NA
"463"	"nucleus"	"ENSG00000025708.13"	NA	NA	NA
"464"	"nucleus"	"ENSG00000025770.18"	NA	NA	NA
"465"	"nucleus"	"ENSG00000025772.7"	NA	NA	NA
"466"	"nucleus"	"ENSG00000025796.13"	NA	NA	NA
"467"	"nucleus"	"ENSG00000025800.13"	NA	NA	NA
"468"	"nucleus"	"ENSG00000026025.15"	NA	NA	NA
"469"	"cytosol"	"ENSG00000026036.21"	NA	NA	NA
"470"	"nucleus"	"ENSG00000026103.21"	NA	NA	NA
"471"	"nucleus"	"ENSG00000026297.15"	NA	NA	NA
"472"	"nucleus"	"ENSG00000026508.17"	NA	NA	NA
"473"	"nucleus"	"ENSG00000026559.13"	NA	NA	NA
"474"	"cytosol"	"ENSG00000026652.13"	NA	NA	NA
"475"	"nucleus"	"ENSG00000026751.16"	NA	NA	NA
"476"	"cytosol"	"ENSG00000026950.16"	NA	NA	NA
"477"	"nucleus"	"ENSG00000027001.9"	NA	NA	NA
"478"	"nucleus"	"ENSG00000027075.14"	NA	NA	NA
"479"	"cytosol"	"ENSG00000027644.4"	NA	NA	NA
"480"	"nucleus"	"ENSG00000027697.13"	NA	NA	NA
"481"	"nucleus"	"ENSG00000027847.13"	NA	NA	NA
"482"	"nucleus"	"ENSG00000027869.11"	55.56	"protein_coding"	""
"483"	"nucleus"	"ENSG00000028116.16"	NA	NA	NA
"484"	"nucleus"	"ENSG00000028137.18"	NA	NA	NA
"485"	"nucleus"	"ENSG00000028203.17"	NA	NA	NA
"486"	"cytosol"	"ENSG00000028277.21"	51.31	"protein_coding"	""
"487"	"cytosol"	"ENSG00000028310.17"	NA	NA	NA
"488"	"nucleus"	"ENSG00000028528.14"	NA	NA	NA
"489"	"nucleus"	"ENSG00000028839.9"	NA	NA	NA
"490"	"nucleus"	"ENSG00000029153.14"	39.26	"protein_coding"	""
"491"	"cytosol"	"ENSG00000029363.16"	NA	NA	NA
"492"	"nucleus"	"ENSG00000029364.11"	NA	NA	NA
"493"	"nucleus"	"ENSG00000029534.19"	NA	NA	NA
"494"	"non-localized"	"ENSG00000029559.6"	NA	NA	NA
"495"	"nucleus"	"ENSG00000029639.10"	NA	NA	NA
"496"	"nucleus"	"ENSG00000029725.16"	NA	NA	NA
"497"	"nucleus"	"ENSG00000029993.14"	NA	NA	NA
"498"	"nucleus"	"ENSG00000030066.13"	41.86	"protein_coding"	""
"499"	"nucleus"	"ENSG00000030110.12"	NA	NA	NA
"500"	"nucleus"	"ENSG00000030304.13"	NA	NA	NA
"501"	"cytosol"	"ENSG00000030419.16"	34.84	"protein_coding"	""
"502"	"nucleus"	"ENSG00000030582.17"	NA	NA	NA
"503"	"cytosol"	"ENSG00000031003.10"	40.05	"protein_coding"	""
"504"	"nucleus"	"ENSG00000031081.10"	NA	NA	NA
"505"	"nucleus"	"ENSG00000031691.6"	NA	NA	NA
"506"	"nucleus"	"ENSG00000031698.12"	NA	NA	NA
"507"	"nucleus"	"ENSG00000031823.14"	52.74	"protein_coding"	""
"508"	"cytosol"	"ENSG00000032219.18"	NA	NA	NA
"509"	"nucleus"	"ENSG00000032389.12"	48.27	"protein_coding"	""
"510"	"cytosol"	"ENSG00000032444.15"	NA	NA	NA
"511"	"cytosol"	"ENSG00000032742.17"	38.74	"protein_coding"	""
"512"	"nucleus"	"ENSG00000033011.11"	NA	NA	NA
"513"	"nucleus"	"ENSG00000033030.13"	NA	NA	NA
"514"	"nucleus"	"ENSG00000033050.7"	NA	NA	NA
"515"	"cytosol"	"ENSG00000033100.16"	56.82	"protein_coding"	""
"516"	"cytosol"	"ENSG00000033122.18"	NA	NA	NA
"517"	"nucleus"	"ENSG00000033170.16"	NA	NA	NA
"518"	"nucleus"	"ENSG00000033178.12"	NA	NA	NA
"519"	"nucleus"	"ENSG00000033327.12"	NA	NA	NA
"520"	"cytosol"	"ENSG00000033627.16"	45.47	"protein_coding"	"TMhelix"
"521"	"cytosol"	"ENSG00000033627.16"	45.47	"protein_coding"	""
"522"	"nucleus"	"ENSG00000033800.13"	38.09	"protein_coding"	""
"523"	"nucleus"	"ENSG00000033867.16"	36.85	"protein_coding"	"TMhelix"
"524"	"nucleus"	"ENSG00000033867.16"	36.85	"protein_coding"	""
"525"	"nucleus"	"ENSG00000034053.14"	48.63	"protein_coding"	""
"526"	"nucleus"	"ENSG00000034152.18"	NA	NA	NA
"527"	"non-localized"	"ENSG00000034239.10"	NA	NA	NA
"528"	"nucleus"	"ENSG00000034510.5"	NA	NA	NA
"529"	"nucleus"	"ENSG00000034533.11"	39.7	"protein_coding"	""
"530"	"cytosol"	"ENSG00000034677.12"	NA	NA	NA
"531"	"nucleus"	"ENSG00000034693.14"	NA	NA	NA
"532"	"nucleus"	"ENSG00000034713.7"	NA	NA	NA
"533"	"non-localized"	"ENSG00000034971.16"	NA	NA	NA
"534"	"cytosol"	"ENSG00000035115.21"	NA	NA	NA
"535"	"nucleus"	"ENSG00000035141.7"	NA	NA	NA
"536"	"nucleus"	"ENSG00000035403.17"	NA	NA	NA
"537"	"nucleus"	"ENSG00000035499.12"	NA	NA	NA
"538"	"nucleus"	"ENSG00000035664.11"	46.89	"protein_coding"	""
"539"	"cytosol"	"ENSG00000035681.7"	NA	NA	NA
"540"	"nucleus"	"ENSG00000035687.9"	NA	NA	NA
"541"	"nucleus"	"ENSG00000035720.7"	NA	NA	NA
"542"	"nucleus"	"ENSG00000035862.12"	52.6	"protein_coding"	""
"543"	"nucleus"	"ENSG00000035928.15"	NA	NA	NA
"544"	"nucleus"	"ENSG00000036054.12"	NA	NA	NA
"545"	"nucleus"	"ENSG00000036257.12"	NA	NA	NA
"546"	"nucleus"	"ENSG00000036448.9"	NA	NA	NA
"547"	"non-localized"	"ENSG00000036473.6"	NA	NA	NA
"548"	"cytosol"	"ENSG00000036530.8"	NA	NA	NA
"549"	"nucleus"	"ENSG00000036549.12"	NA	NA	NA
"550"	"non-localized"	"ENSG00000036565.14"	NA	NA	NA
"551"	"nucleus"	"ENSG00000036672.15"	NA	NA	NA
"552"	"cytosol"	"ENSG00000037042.8"	NA	NA	NA
"553"	"nucleus"	"ENSG00000037241.7"	46.12	"protein_coding"	""
"554"	"cytosol"	"ENSG00000037280.15"	NA	NA	NA
"555"	"nucleus"	"ENSG00000037474.14"	NA	NA	NA
"556"	"nucleus"	"ENSG00000037637.10"	NA	NA	NA
"557"	"nucleus"	"ENSG00000037749.11"	NA	NA	NA
"558"	"nucleus"	"ENSG00000037757.13"	NA	NA	NA
"559"	"nucleus"	"ENSG00000037897.16"	NA	NA	NA
"560"	"cytosol"	"ENSG00000037965.5"	NA	NA	NA
"561"	"nucleus"	"ENSG00000038002.8"	NA	NA	NA
"562"	"nucleus"	"ENSG00000038210.12"	NA	NA	NA
"563"	"cytosol"	"ENSG00000038219.12"	NA	NA	NA
"564"	"nucleus"	"ENSG00000038274.16"	NA	NA	NA
"565"	"non-localized"	"ENSG00000038295.7"	NA	NA	NA
"566"	"cytosol"	"ENSG00000038358.14"	NA	NA	NA
"567"	"cytosol"	"ENSG00000038382.18"	NA	NA	NA
"568"	"nucleus"	"ENSG00000038427.15"	NA	NA	NA
"569"	"nucleus"	"ENSG00000038532.14"	NA	NA	NA
"570"	"cytosol"	"ENSG00000038945.14"	NA	NA	NA
"571"	"nucleus"	"ENSG00000039068.18"	NA	NA	NA
"572"	"nucleus"	"ENSG00000039123.15"	NA	NA	NA
"573"	"nucleus"	"ENSG00000039139.9"	38.97	"protein_coding"	""
"574"	"cytosol"	"ENSG00000039319.16"	NA	NA	NA
"575"	"cytosol"	"ENSG00000039523.19"	NA	NA	NA
"576"	"non-localized"	"ENSG00000039537.13"	36.68	"protein_coding"	""
"577"	"nucleus"	"ENSG00000039560.13"	NA	NA	NA
"578"	"cytosol"	"ENSG00000039600.10"	NA	NA	NA
"579"	"cytosol"	"ENSG00000039650.11"	NA	NA	NA
"580"	"nucleus"	"ENSG00000039987.6"	NA	NA	NA
"581"	"nucleus"	"ENSG00000040199.18"	41.82	"protein_coding"	""
"582"	"cytosol"	"ENSG00000040275.16"	NA	NA	NA
"583"	"nucleus"	"ENSG00000040341.17"	NA	NA	NA
"584"	"nucleus"	"ENSG00000040487.12"	NA	NA	NA
"585"	"nucleus"	"ENSG00000040531.14"	NA	NA	NA
"586"	"nucleus"	"ENSG00000040608.13"	NA	NA	NA
"587"	"nucleus"	"ENSG00000040633.12"	NA	NA	NA
"588"	"non-localized"	"ENSG00000040731.10"	34	"protein_coding"	"TMhelix"
"589"	"non-localized"	"ENSG00000040731.10"	34	"protein_coding"	""
"590"	"cytosol"	"ENSG00000040933.15"	NA	NA	NA
"591"	"nucleus"	"ENSG00000041353.9"	NA	NA	NA
"592"	"nucleus"	"ENSG00000041357.15"	NA	NA	NA
"593"	"cytosol"	"ENSG00000041515.15"	NA	NA	NA
"594"	"nucleus"	"ENSG00000041802.10"	NA	NA	NA
"595"	"cytosol"	"ENSG00000041880.14"	59.21	"protein_coding"	""
"596"	"non-localized"	"ENSG00000041982.15"	NA	NA	NA
"597"	"nucleus"	"ENSG00000041988.15"	56.77	"protein_coding"	""
"598"	"cytosol"	"ENSG00000042062.11"	NA	NA	NA
"599"	"nucleus"	"ENSG00000042088.13"	NA	NA	NA
"600"	"nucleus"	"ENSG00000042286.14"	NA	NA	NA
"601"	"non-localized"	"ENSG00000042304.11"	NA	NA	NA
"602"	"cytosol"	"ENSG00000042317.16"	NA	NA	NA
"603"	"cytosol"	"ENSG00000042429.11"	NA	NA	NA
"604"	"cytosol"	"ENSG00000042445.13"	NA	NA	NA
"605"	"nucleus"	"ENSG00000042493.15"	NA	NA	NA
"606"	"nucleus"	"ENSG00000042753.11"	NA	NA	NA
"607"	"nucleus"	"ENSG00000042781.12"	NA	NA	NA
"608"	"non-localized"	"ENSG00000042813.7"	NA	NA	NA
"609"	"cytosol"	"ENSG00000042832.11"	NA	NA	NA
"610"	"cytosol"	"ENSG00000042980.12"	NA	NA	NA
"611"	"nucleus"	"ENSG00000043039.6"	NA	NA	NA
"612"	"nucleus"	"ENSG00000043093.13"	NA	NA	NA
"613"	"nucleus"	"ENSG00000043143.20"	53.79	"protein_coding"	""
"614"	"cytosol"	"ENSG00000043355.11"	NA	NA	NA
"615"	"cytosol"	"ENSG00000043462.11"	NA	NA	NA
"616"	"nucleus"	"ENSG00000043514.15"	NA	NA	NA
"617"	"cytosol"	"ENSG00000043591.5"	NA	NA	NA
"618"	"non-localized"	"ENSG00000044012.3"	NA	NA	NA
"619"	"cytosol"	"ENSG00000044090.8"	NA	NA	NA
"620"	"nucleus"	"ENSG00000044115.20"	NA	NA	NA
"621"	"cytosol"	"ENSG00000044446.11"	NA	NA	NA
"622"	"nucleus"	"ENSG00000044459.14"	NA	NA	NA
"623"	"non-localized"	"ENSG00000044524.10"	NA	NA	NA
"624"	"nucleus"	"ENSG00000044574.7"	NA	NA	NA
"625"	"nucleus"	"ENSG00000046604.12"	NA	NA	NA
"626"	"nucleus"	"ENSG00000046647.13"	40.79	"protein_coding"	""
"627"	"cytosol"	"ENSG00000046651.14"	NA	NA	NA
"628"	"nucleus"	"ENSG00000046653.14"	NA	NA	NA
"629"	"nucleus"	"ENSG00000046774.9"	NA	NA	NA
"630"	"cytosol"	"ENSG00000046889.18"	NA	NA	NA
"631"	"nucleus"	"ENSG00000047056.14"	NA	NA	NA
"632"	"cytosol"	"ENSG00000047188.15"	NA	NA	NA
"633"	"nucleus"	"ENSG00000047230.14"	NA	NA	NA
"634"	"nucleus"	"ENSG00000047249.17"	NA	NA	NA
"635"	"cytosol"	"ENSG00000047315.15"	NA	NA	NA
"636"	"cytosol"	"ENSG00000047346.12"	37.21	"protein_coding"	""
"637"	"cytosol"	"ENSG00000047365.11"	NA	NA	NA
"638"	"nucleus"	"ENSG00000047410.13"	NA	NA	NA
"639"	"non-localized"	"ENSG00000047457.13"	NA	NA	NA
"640"	"cytosol"	"ENSG00000047578.12"	NA	NA	NA
"641"	"nucleus"	"ENSG00000047579.19"	NA	NA	NA
"642"	"nucleus"	"ENSG00000047597.5"	NA	NA	NA
"643"	"nucleus"	"ENSG00000047617.14"	NA	NA	NA
"644"	"cytosol"	"ENSG00000047621.11"	NA	NA	NA
"645"	"non-localized"	"ENSG00000047634.14"	NA	NA	NA
"646"	"cytosol"	"ENSG00000047644.18"	NA	NA	NA
"647"	"nucleus"	"ENSG00000047648.21"	NA	NA	NA
"648"	"cytosol"	"ENSG00000047662.4"	NA	NA	NA
"649"	"cytosol"	"ENSG00000047849.21"	43.43	"protein_coding"	""
"650"	"nucleus"	"ENSG00000047932.13"	NA	NA	NA
"651"	"non-localized"	"ENSG00000047936.10"	37.24	"protein_coding"	"TMhelix"
"652"	"non-localized"	"ENSG00000047936.10"	37.24	"protein_coding"	""
"653"	"nucleus"	"ENSG00000048028.11"	41.45	"protein_coding"	""
"654"	"cytosol"	"ENSG00000048052.21"	36.13	"protein_coding"	""
"655"	"nucleus"	"ENSG00000048140.17"	NA	NA	NA
"656"	"nucleus"	"ENSG00000048162.20"	NA	NA	NA
"657"	"nucleus"	"ENSG00000048342.15"	NA	NA	NA
"658"	"nucleus"	"ENSG00000048392.11"	NA	NA	NA
"659"	"cytosol"	"ENSG00000048405.9"	NA	NA	NA
"660"	"cytosol"	"ENSG00000048462.10"	NA	NA	NA
"661"	"nucleus"	"ENSG00000048471.13"	NA	NA	NA
"662"	"nucleus"	"ENSG00000048540.14"	NA	NA	NA
"663"	"nucleus"	"ENSG00000048544.5"	NA	NA	NA
"664"	"cytosol"	"ENSG00000048545.13"	NA	NA	NA
"665"	"nucleus"	"ENSG00000048649.13"	39.04	"protein_coding"	""
"666"	"nucleus"	"ENSG00000048707.13"	NA	NA	NA
"667"	"nucleus"	"ENSG00000048740.18"	41.91	"protein_coding"	""
"668"	"nucleus"	"ENSG00000048828.16"	NA	NA	NA
"669"	"nucleus"	"ENSG00000048991.16"	37.98	"protein_coding"	""
"670"	"cytosol"	"ENSG00000049089.13"	NA	NA	NA
"671"	"non-localized"	"ENSG00000049130.14"	NA	NA	NA
"672"	"nucleus"	"ENSG00000049167.13"	NA	NA	NA
"673"	"cytosol"	"ENSG00000049192.14"	NA	NA	NA
"674"	"nucleus"	"ENSG00000049239.12"	NA	NA	NA
"675"	"nucleus"	"ENSG00000049245.12"	NA	NA	NA
"676"	"nucleus"	"ENSG00000049246.14"	40.53	"protein_coding"	""
"677"	"nucleus"	"ENSG00000049247.13"	40.81	"protein_coding"	""
"678"	"nucleus"	"ENSG00000049249.8"	NA	NA	NA
"679"	"cytosol"	"ENSG00000049283.17"	NA	NA	NA
"680"	"nucleus"	"ENSG00000049323.15"	NA	NA	NA
"681"	"nucleus"	"ENSG00000049449.8"	NA	NA	NA
"682"	"nucleus"	"ENSG00000049540.16"	NA	NA	NA
"683"	"nucleus"	"ENSG00000049541.10"	NA	NA	NA
"684"	"cytosol"	"ENSG00000049618.22"	NA	NA	NA
"685"	"nucleus"	"ENSG00000049656.13"	NA	NA	NA
"686"	"nucleus"	"ENSG00000049759.17"	NA	NA	NA
"687"	"nucleus"	"ENSG00000049768.14"	NA	NA	NA
"688"	"cytosol"	"ENSG00000049769.12"	NA	NA	NA
"689"	"nucleus"	"ENSG00000049860.13"	NA	NA	NA
"690"	"nucleus"	"ENSG00000049883.14"	NA	NA	NA
"691"	"cytosol"	"ENSG00000050030.13"	NA	NA	NA
"692"	"nucleus"	"ENSG00000050130.17"	NA	NA	NA
"693"	"nucleus"	"ENSG00000050165.17"	NA	NA	NA
"694"	"nucleus"	"ENSG00000050327.14"	NA	NA	NA
"695"	"nucleus"	"ENSG00000050344.8"	NA	NA	NA
"696"	"nucleus"	"ENSG00000050393.11"	41.24	"protein_coding"	"TMhelix"
"697"	"nucleus"	"ENSG00000050393.11"	41.24	"protein_coding"	""
"698"	"nucleus"	"ENSG00000050405.13"	42.32	"protein_coding"	""
"699"	"nucleus"	"ENSG00000050426.15"	NA	NA	NA
"700"	"nucleus"	"ENSG00000050438.16"	NA	NA	NA
"701"	"nucleus"	"ENSG00000050555.17"	NA	NA	NA
"702"	"nucleus"	"ENSG00000050628.20"	38.05	"protein_coding"	"TMhelix"
"703"	"nucleus"	"ENSG00000050628.20"	38.05	"protein_coding"	""
"704"	"non-localized"	"ENSG00000050730.15"	NA	NA	NA
"705"	"nucleus"	"ENSG00000050748.17"	43.58	"protein_coding"	""
"706"	"cytosol"	"ENSG00000050767.15"	NA	NA	NA
"707"	"cytosol"	"ENSG00000050820.16"	NA	NA	NA
"708"	"cytosol"	"ENSG00000051009.10"	NA	NA	NA
"709"	"nucleus"	"ENSG00000051108.14"	NA	NA	NA
"710"	"nucleus"	"ENSG00000051128.18"	NA	NA	NA
"711"	"nucleus"	"ENSG00000051180.16"	NA	NA	NA
"712"	"cytosol"	"ENSG00000051341.13"	NA	NA	NA
"713"	"nucleus"	"ENSG00000051382.8"	NA	NA	NA
"714"	"nucleus"	"ENSG00000051523.10"	NA	NA	NA
"715"	"nucleus"	"ENSG00000051596.9"	NA	NA	NA
"716"	"nucleus"	"ENSG00000051620.10"	NA	NA	NA
"717"	"cytosol"	"ENSG00000051825.14"	NA	NA	NA
"718"	"nucleus"	"ENSG00000052126.14"	38.09	"protein_coding"	""
"719"	"nucleus"	"ENSG00000052344.15"	NA	NA	NA
"720"	"nucleus"	"ENSG00000052723.11"	NA	NA	NA
"721"	"cytosol"	"ENSG00000052749.13"	NA	NA	NA
"722"	"nucleus"	"ENSG00000052795.12"	NA	NA	NA
"723"	"nucleus"	"ENSG00000052802.12"	NA	NA	NA
"724"	"cytosol"	"ENSG00000052841.14"	NA	NA	NA
"725"	"nucleus"	"ENSG00000052850.5"	NA	NA	NA
"726"	"cytosol"	"ENSG00000053108.16"	NA	NA	NA
"727"	"nucleus"	"ENSG00000053254.15"	44.31	"protein_coding"	""
"728"	"non-localized"	"ENSG00000053328.8"	40.64	"protein_coding"	""
"729"	"nucleus"	"ENSG00000053371.12"	52.87	"protein_coding"	""
"730"	"nucleus"	"ENSG00000053372.4"	NA	NA	NA
"731"	"non-localized"	"ENSG00000053438.8"	NA	NA	NA
"732"	"nucleus"	"ENSG00000053501.12"	NA	NA	NA
"733"	"cytosol"	"ENSG00000053524.12"	42.39	"protein_coding"	""
"734"	"cytosol"	"ENSG00000053702.14"	NA	NA	NA
"735"	"nucleus"	"ENSG00000053747.15"	NA	NA	NA
"736"	"nucleus"	"ENSG00000053770.11"	NA	NA	NA
"737"	"cytosol"	"ENSG00000053900.10"	37.97	"protein_coding"	""
"738"	"nucleus"	"ENSG00000053918.15"	NA	NA	NA
"739"	"nucleus"	"ENSG00000054116.11"	NA	NA	NA
"740"	"nucleus"	"ENSG00000054118.13"	NA	NA	NA
"741"	"nucleus"	"ENSG00000054148.17"	NA	NA	NA
"742"	"cytosol"	"ENSG00000054179.11"	NA	NA	NA
"743"	"cytosol"	"ENSG00000054219.10"	NA	NA	NA
"744"	"cytosol"	"ENSG00000054267.21"	NA	NA	NA
"745"	"nucleus"	"ENSG00000054277.13"	NA	NA	NA
"746"	"nucleus"	"ENSG00000054282.15"	NA	NA	NA
"747"	"nucleus"	"ENSG00000054356.13"	NA	NA	NA
"748"	"cytosol"	"ENSG00000054392.12"	NA	NA	NA
"749"	"nucleus"	"ENSG00000054523.17"	41.99	"protein_coding"	""
"750"	"non-localized"	"ENSG00000054598.6"	NA	NA	NA
"751"	"nucleus"	"ENSG00000054611.13"	NA	NA	NA
"752"	"nucleus"	"ENSG00000054654.16"	NA	NA	NA
"753"	"cytosol"	"ENSG00000054690.13"	NA	NA	NA
"754"	"nucleus"	"ENSG00000054793.13"	NA	NA	NA
"755"	"non-localized"	"ENSG00000054796.12"	NA	NA	NA
"756"	"non-localized"	"ENSG00000054803.3"	NA	NA	NA
"757"	"cytosol"	"ENSG00000054938.15"	51.57	"protein_coding"	""
"758"	"nucleus"	"ENSG00000054965.10"	41.55	"protein_coding"	""
"759"	"cytosol"	"ENSG00000054967.12"	NA	NA	NA
"760"	"nucleus"	"ENSG00000054983.16"	NA	NA	NA
"761"	"cytosol"	"ENSG00000055044.10"	NA	NA	NA
"762"	"nucleus"	"ENSG00000055070.16"	NA	NA	NA
"763"	"nucleus"	"ENSG00000055118.14"	NA	NA	NA
"764"	"nucleus"	"ENSG00000055130.15"	NA	NA	NA
"765"	"nucleus"	"ENSG00000055147.18"	NA	NA	NA
"766"	"nucleus"	"ENSG00000055163.19"	NA	NA	NA
"767"	"nucleus"	"ENSG00000055208.18"	NA	NA	NA
"768"	"nucleus"	"ENSG00000055211.12"	NA	NA	NA
"769"	"nucleus"	"ENSG00000055332.16"	NA	NA	NA
"770"	"cytosol"	"ENSG00000055483.19"	50.03	"protein_coding"	""
"771"	"cytosol"	"ENSG00000055609.17"	NA	NA	NA
"772"	"cytosol"	"ENSG00000055732.12"	NA	NA	NA
"773"	"cytosol"	"ENSG00000055813.5"	NA	NA	NA
"774"	"nucleus"	"ENSG00000055917.15"	37.42	"protein_coding"	""
"775"	"nucleus"	"ENSG00000055950.16"	53.18	"protein_coding"	""
"776"	"cytosol"	"ENSG00000055955.15"	NA	NA	NA
"777"	"non-localized"	"ENSG00000055957.10"	NA	NA	NA
"778"	"nucleus"	"ENSG00000056050.6"	NA	NA	NA
"779"	"nucleus"	"ENSG00000056097.15"	NA	NA	NA
"780"	"nucleus"	"ENSG00000056277.15"	NA	NA	NA
"781"	"nucleus"	"ENSG00000056291.17"	36.77	"protein_coding"	"TMhelix"
"782"	"nucleus"	"ENSG00000056291.17"	36.77	"protein_coding"	""
"783"	"cytosol"	"ENSG00000056487.15"	NA	NA	NA
"784"	"nucleus"	"ENSG00000056558.10"	NA	NA	NA
"785"	"nucleus"	"ENSG00000056586.15"	NA	NA	NA
"786"	"cytosol"	"ENSG00000056736.9"	NA	NA	NA
"787"	"nucleus"	"ENSG00000056972.18"	NA	NA	NA
"788"	"nucleus"	"ENSG00000056998.19"	NA	NA	NA
"789"	"cytosol"	"ENSG00000057019.15"	NA	NA	NA
"790"	"non-localized"	"ENSG00000057149.15"	NA	NA	NA
"791"	"nucleus"	"ENSG00000057252.12"	NA	NA	NA
"792"	"nucleus"	"ENSG00000057294.14"	NA	NA	NA
"793"	"cytosol"	"ENSG00000057468.6"	NA	NA	NA
"794"	"non-localized"	"ENSG00000057593.13"	NA	NA	NA
"795"	"nucleus"	"ENSG00000057608.16"	NA	NA	NA
"796"	"nucleus"	"ENSG00000057657.15"	NA	NA	NA
"797"	"nucleus"	"ENSG00000057663.14"	NA	NA	NA
"798"	"nucleus"	"ENSG00000057704.12"	NA	NA	NA
"799"	"nucleus"	"ENSG00000057757.9"	NA	NA	NA
"800"	"nucleus"	"ENSG00000057935.13"	43.08	"protein_coding"	""
"801"	"nucleus"	"ENSG00000058056.8"	NA	NA	NA
"802"	"cytosol"	"ENSG00000058063.15"	NA	NA	NA
"803"	"non-localized"	"ENSG00000058085.14"	NA	NA	NA
"804"	"nucleus"	"ENSG00000058091.16"	NA	NA	NA
"805"	"nucleus"	"ENSG00000058262.9"	NA	NA	NA
"806"	"cytosol"	"ENSG00000058272.16"	NA	NA	NA
"807"	"cytosol"	"ENSG00000058335.15"	49.95	"protein_coding"	""
"808"	"nucleus"	"ENSG00000058404.19"	NA	NA	NA
"809"	"cytosol"	"ENSG00000058453.16"	NA	NA	NA
"810"	"cytosol"	"ENSG00000058600.15"	NA	NA	NA
"811"	"nucleus"	"ENSG00000058668.14"	46.5	"protein_coding"	"TMhelix"
"812"	"nucleus"	"ENSG00000058668.14"	46.5	"protein_coding"	""
